withdrawal_zone,withdrawal_lat,withdrawal_lon
11.4_76.5,11.354532,76.494839
11.4_76.9,11.417966,76.874743
11.4_77.5,11.413945,77.534752
11.4_77.8,11.3836895,77.8018225
11.4_77.9,11.350661,77.900707
11.4_78.0,11.392395,77.978476
11.4_78.1,11.3989305,78.07261349999999
11.4_78.8,11.377862,78.782354
11.4_79.0,11.376945,78.958435
11.4_79.1,11.407735,79.059118
11.4_79.3,11.3995535,79.29490849999999
11.4_79.6,11.368612,79.593034
11.5_75.2,11.547359,75.189526
11.5_75.5,11.525473,75.534989
11.5_76.3,11.512046999999999,76.2847575
11.5_76.9,11.500463,76.90668
11.5_77.0,11.468117,77.04122
11.5_77.1,11.545445,77.074805
11.5_77.2,11.470486000000001,77.179084
11.5_77.3,11.515255,77.269037
11.5_77.5,11.540879,77.534391
11.5_77.7,11.489888,77.694281
11.5_77.8,11.502100666666669,77.81112266666666
11.5_78.0,11.544437,78.019761
11.5_78.1,11.518406500000001,78.11417349999999
11.5_78.4,11.467365,78.422328
11.5_79.7,11.495129,79.734305
11.6_75.2,11.6022,75.150928
11.6_75.3,11.59877,75.323837
11.6_75.7,11.56762,75.72233433333334
11.6_76.1,11.645934,76.133811
11.6_76.3,11.608942,76.336558
11.6_76.4,11.621417000000001,76.42104
11.6_76.7,11.617048,76.737981
11.6_76.8,11.60025,76.845236
11.6_77.0,11.579842,76.985039
11.6_77.2,11.554546,77.193112
11.6_77.4,11.6123785,77.421344
11.6_77.5,11.620962,77.537131
11.6_77.6,11.64874,77.625327
11.6_77.8,11.593794,77.807729
11.6_77.9,11.583151,77.93978
11.6_78.0,11.607774,78.030522
11.6_78.1,11.606072,78.126949
11.6_78.3,11.572538,78.311528
11.6_78.5,11.611282,78.535966
11.6_78.7,11.628356,78.694137
11.6_79.0,11.594183,78.962141
11.6_79.2,11.649953,79.201091
11.6_79.3,11.622804,79.291423
11.6_80.0,11.600398,79.974013
11.6_80.1,11.561896,80.075525
11.7_75.2,11.666281,75.213338
11.7_75.6,11.706559,75.648815
11.7_75.8,11.660986,75.777575
11.7_76.4,11.712316,76.387127
11.7_76.5,11.722833,76.492672
11.7_76.6,11.691969,76.579772
11.7_76.7,11.700609,76.70095
11.7_76.9,11.658692,76.929148
11.7_77.0,11.6967855,76.9887385
11.7_77.2,11.716208,77.22320450000001
11.7_77.3,11.680943,77.3235035
11.7_77.4,11.743973,77.361997
11.7_77.6,11.676765,77.59056
11.7_77.8,11.724043,77.832775
11.7_77.9,11.667051,77.850378
11.7_78.0,11.6503425,78.0136375
11.7_78.1,11.655643,78.128862
11.7_78.2,11.737091,78.163359
11.7_78.5,11.717012333333335,78.49160766666667
11.7_78.6,11.6580425,78.5650385
11.7_78.8,11.683422,78.842877
11.7_78.9,11.687373,78.891921
11.7_79.2,11.744871,79.218565
11.7_79.5,11.722949,79.456893
11.7_79.7,11.690108,79.71285
11.7_80.0,11.702528,79.971615
11.8_75.2,11.787887999999999,75.19045700000001
11.8_75.3,11.772583,75.280615
11.8_76.3,11.848671,76.348457
11.8_76.4,11.82819,76.39636
11.8_76.5,11.78109,76.536181
11.8_76.7,11.799022,76.708825
11.8_76.8,11.774155,76.794515
11.8_77.0,11.820701333333332,77.00844333333333
11.8_77.1,11.8058025,77.0863475
11.8_77.2,11.771225999999999,77.19751199999999
11.8_77.3,11.831547,77.3420735
11.8_77.4,11.8267995,77.4021315
11.8_77.5,11.76135,77.450474
11.8_77.6,11.787678,77.617043
11.8_77.8,11.792011,77.834484
11.8_77.9,11.798416,77.87768399999999
11.8_78.0,11.817859799999999,77.99906100000001
11.8_78.1,11.8093185,78.116537
11.8_78.4,11.795953,78.432395
11.8_78.5,11.786921,78.472775
11.8_78.6,11.821844,78.595846
11.8_78.8,11.767058,78.840267
11.8_78.9,11.76331,78.920771
11.8_79.0,11.835601,79.036104
11.8_79.1,11.80555,79.108536
11.9_75.2,11.948372,75.151296
11.9_75.7,11.921841,75.743778
11.9_75.8,11.9069505,75.8313685
11.9_76.3,11.8963555,76.3187425
11.9_76.4,11.919158,76.395042
11.9_76.8,11.9079575,76.78859299999999
11.9_76.9,11.910183,76.932113
11.9_77.0,11.922741333333335,77.004875
11.9_77.1,11.887928,77.141362
11.9_77.2,11.907672,77.21827475
11.9_77.3,11.885914,77.300927
11.9_77.4,11.887276333333332,77.42601033333334
11.9_77.5,11.910244,77.464505
11.9_77.6,11.90361375,77.62790125000001
11.9_77.7,11.892321,77.65126
11.9_77.8,11.88392,77.818069
11.9_77.9,11.903795666666667,77.871168
11.9_78.0,11.917273,77.96152
11.9_78.1,11.906277,78.0976135
11.9_78.2,11.8776705,78.184061
11.9_78.3,11.896666666666667,78.31031933333334
11.9_78.5,11.939122,78.476277
11.9_78.6,11.897953999999999,78.582839
11.9_78.8,11.940518,78.756756
11.9_78.9,11.9146335,78.8903535
11.9_79.0,11.856814,79.017333
11.9_79.6,11.867003,79.641723
11.9_79.7,11.9015195,79.747221
11.9_79.8,11.942627,79.84302
11.9_80.0,11.874883,80.029274
12.0_74.9,11.965932,74.949929
12.0_75.5,11.982407,75.502889
12.0_75.6,12.04706,75.645512
12.0_75.7,11.991746000000001,75.71074433333332
12.0_76.3,12.024499500000001,76.283321
12.0_76.4,12.004723333333333,76.44623333333334
12.0_76.6,11.999172,76.633979
12.0_76.8,12.022642000000001,76.81622999999999
12.0_76.9,11.9960175,76.88773850000001
12.0_77.0,12.04402,76.995241
12.0_77.3,11.999633666666668,77.31583733333333
12.0_77.4,12.009033500000001,77.423329
12.0_77.5,11.964841,77.531486
12.0_77.6,11.997193,77.615123
12.0_77.7,11.997736499999998,77.6958925
12.0_77.9,11.997329333333333,77.90298733333333
12.0_78.0,11.995584000000001,78.0340515
12.0_78.1,11.98634475,78.07401725
12.0_78.2,12.011478,78.177036
12.0_78.3,11.9700455,78.2784945
12.0_78.4,12.011789,78.376508
12.0_78.6,12.032335,78.627744
12.0_78.8,11.975817,78.785746
12.0_79.0,11.992121,78.991076
12.0_79.2,12.017488,79.168369
12.0_79.3,12.005831,79.345444
12.0_79.6,11.995125,79.621013
12.0_80.0,11.955331,80.032643
12.0_80.2,12.02177,80.232369
12.0_80.3,12.010503,80.291131
12.1_75.0,12.100098,75.0162565
12.1_75.1,12.056045,75.07453
12.1_75.6,12.110581333333334,75.581809
12.1_75.9,12.127248,75.921565
12.1_76.1,12.122022000000001,76.0878055
12.1_76.4,12.093627,76.416791
12.1_76.5,12.117681,76.521184
12.1_76.7,12.0952135,76.718201
12.1_76.8,12.137402,76.81359
12.1_76.9,12.07762,76.8671045
12.1_77.0,12.072628000000002,77.02810199999999
12.1_77.1,12.142161,77.076831
12.1_77.2,12.1253715,77.1927145
12.1_77.3,12.105019250000002,77.30467924999999
12.1_77.4,12.1274452,77.402297
12.1_77.5,12.120258,77.4812024
12.1_77.6,12.091892999999999,77.624235
12.1_77.7,12.133547,77.675786
12.1_77.8,12.113358250000001,77.786888
12.1_77.9,12.1087865,77.9399515
12.1_78.0,12.06843,77.982209
12.1_78.1,12.10033525,78.07989725
12.1_78.2,12.09956725,78.22641
12.1_78.3,12.121376666666668,78.29492599999999
12.1_78.6,12.106815,78.599732
12.1_78.7,12.12426,78.669709
12.1_79.0,12.1329465,79.0185195
12.1_79.2,12.129304,79.240917
12.1_79.5,12.051064,79.466004
12.1_80.1,12.091236,80.08717
12.2_75.6,12.249779,75.606438
12.2_75.8,12.197303,75.836223
12.2_76.0,12.234609,75.973922
12.2_76.5,12.177842,76.512131
12.2_76.6,12.173963,76.61055250000001
12.2_76.7,12.211435,76.72372
12.2_76.8,12.203286,76.763264
12.2_76.9,12.223556,76.88963666666666
12.2_77.0,12.190711,76.952296
12.2_77.1,12.19294875,77.125009
12.2_77.2,12.228231,77.208582
12.2_77.3,12.228757333333334,77.26410733333333
12.2_77.4,12.207962666666667,77.39376116666666
12.2_77.5,12.186791,77.497602
12.2_77.6,12.1969615,77.59354833333333
12.2_77.7,12.194386285714286,77.67178942857143
12.2_77.8,12.202254400000001,77.8242032
12.2_77.9,12.219644,77.90855900000001
12.2_78.0,12.1713815,77.989015
12.2_78.2,12.211194666666666,78.181015
12.2_78.3,12.2117835,78.32414299999999
12.2_78.4,12.202465,78.40428128571429
12.2_78.5,12.2043515,78.4816285
12.2_78.6,12.245714,78.562493
12.2_78.7,12.213363000000001,78.674969
12.2_78.9,12.150462,78.9077
12.2_79.0,12.167691,78.978634
12.2_79.3,12.229049,79.252934
12.2_79.5,12.202768,79.499551
12.2_80.4,12.153281,80.350657
12.3_75.2,12.256509,75.207758
12.3_75.9,12.333072,75.919482
12.3_76.2,12.275734,76.179935
12.3_76.3,12.309309333333333,76.27610633333335
12.3_76.6,12.291378,76.573594
12.3_76.7,12.320432666666667,76.69187266666667
12.3_76.8,12.29644625,76.80492425
12.3_76.9,12.290028333333334,76.92962433333334
12.3_77.0,12.289258166666665,77.00072283333333
12.3_77.1,12.283854999999999,77.10352725
12.3_77.2,12.313075666666668,77.2170215
12.3_77.3,12.289953833333334,77.31923533333334
12.3_77.4,12.307453666666667,77.40693783333334
12.3_77.5,12.301891583333335,77.496491
12.3_77.6,12.322231571428572,77.59573185714285
12.3_77.7,12.318932888888888,77.69236122222223
12.3_77.8,12.2978965,77.7951534
12.3_77.9,12.2921656,77.900662
12.3_78.0,12.30036475,78.00971775
12.3_78.1,12.317333333333332,78.103742
12.3_78.2,12.2867945,78.186937
12.3_78.3,12.338607,78.259217
12.3_78.5,12.262492,78.520198
12.3_78.6,12.292820999999998,78.60109366666667
12.3_78.8,12.3160595,78.77271400000001
12.3_79.1,12.260263,79.131097
12.3_79.3,12.324371,79.286348
12.3_79.4,12.26963,79.3785485
12.3_79.6,12.292523,79.5663
12.3_80.1,12.2895495,80.082355
12.3_80.3,12.341378,80.32756
12.4_74.9,12.364979,74.86940799999999
12.4_75.0,12.367761,75.026074
12.4_75.3,12.409502,75.340353
12.4_75.5,12.426801,75.510079
12.4_75.7,12.4376,75.663957
12.4_75.8,12.440344,75.761294
12.4_75.9,12.380224,75.852415
12.4_76.1,12.447963,76.125863
12.4_76.4,12.4361,76.372364
12.4_76.5,12.367634666666667,76.48865099999999
12.4_76.6,12.389999666666666,76.61591566666667
12.4_76.7,12.404689,76.70785375
12.4_76.8,12.428026,76.83811
12.4_76.9,12.38188,76.88902283333333
12.4_77.0,12.394932500000001,77.01032083333332
12.4_77.1,12.396925571428572,77.12024671428571
12.4_77.2,12.394918222222223,77.2057408888889
12.4_77.3,12.403323888888888,77.30032944444444
12.4_77.4,12.409729375,77.40430575
12.4_77.5,12.4027154375,77.5004051875
12.4_77.6,12.40101925,77.59001466666666
12.4_77.7,12.410231,77.69702715384616
12.4_77.8,12.4024301,77.80324279999999
12.4_77.9,12.398114,77.92595511111111
12.4_78.0,12.396398428571429,77.99551628571429
12.4_78.1,12.392222428571428,78.09326885714286
12.4_78.2,12.381590833333334,78.215347
12.4_78.3,12.407845428571429,78.29865885714285
12.4_78.4,12.408753666666668,78.382451
12.4_78.6,12.391746,78.5945375
12.4_78.7,12.399585,78.69342533333334
12.4_78.8,12.395062,78.78996649999999
12.4_78.9,12.424671,78.886994
12.4_79.0,12.410216,79.012945
12.4_79.1,12.398058,79.071548
12.4_79.3,12.370533,79.281872
12.4_79.6,12.426724,79.599679
12.4_79.7,12.385939,79.678517
12.4_79.9,12.397268666666667,79.88569333333334
12.5_75.1,12.543904,75.070625
12.5_75.4,12.47067,75.374663
12.5_75.5,12.488136,75.52047999999999
12.5_75.9,12.537438,75.924696
12.5_76.0,12.494591499999999,75.98715899999999
12.5_76.1,12.512633999999998,76.0906645
12.5_76.2,12.538646,76.228547
12.5_76.4,12.522355,76.449852
12.5_76.5,12.475669,76.495209
12.5_76.6,12.474602,76.610673
12.5_76.7,12.4733455,76.70728075
12.5_76.8,12.501325666666666,76.79996233333333
12.5_76.9,12.49245325,76.917315
12.5_77.0,12.5252795,77.007005
12.5_77.1,12.4963502,77.1196492
12.5_77.2,12.503211923076922,77.19994823076924
12.5_77.3,12.519514307692306,77.31694023076923
12.5_77.4,12.5023902,77.40675933333334
12.5_77.5,12.49627355,77.50770825
12.5_77.6,12.511577583333334,77.60422212499999
12.5_77.7,12.50610561904762,77.69448961904762
12.5_77.8,12.507167954545453,77.80208372727272
12.5_77.9,12.5099155625,77.9017514375
12.5_78.0,12.488860666666666,77.99796077777778
12.5_78.1,12.490752153846152,78.0917253076923
12.5_78.2,12.507114,78.189885
12.5_78.3,12.4979685,78.295067
12.5_78.4,12.5212955,78.40264450000001
12.5_78.5,12.4779705,78.50198424999999
12.5_78.6,12.494912,78.6011345
12.5_78.7,12.490909,78.726098
12.5_78.8,12.4935726,78.79356720000001
12.5_78.9,12.539446,78.937798
12.5_79.1,12.512658,79.141683
12.5_79.6,12.539565,79.568558
12.5_79.7,12.462807,79.727253
12.5_79.8,12.50544,79.799909
12.5_80.4,12.528746,80.4399
12.6_74.8,12.629949,74.774331
12.6_75.1,12.61878,75.093632
12.6_76.0,12.586432,75.977532
12.6_76.2,12.6138115,76.20366150000001
12.6_76.3,12.612262,76.255102
12.6_76.4,12.626187999999999,76.387485
12.6_76.5,12.622139,76.4841955
12.6_76.6,12.616578,76.635072
12.6_76.7,12.58744425,76.67630875
12.6_76.9,12.598701857142856,76.91659871428571
12.6_77.0,12.603161142857143,77.03042685714286
12.6_77.1,12.598673866666667,77.09996939999999
12.6_77.2,12.603897076923078,77.2047903846154
12.6_77.3,12.592970733333335,77.30092386666666
12.6_77.4,12.604422249999999,77.41219660714286
12.6_77.5,12.602791625,77.49435241666667
12.6_77.6,12.605120263157895,77.59877734210527
12.6_77.7,12.605470192307694,77.69770546153846
12.6_77.8,12.592629458333333,77.80502120833333
12.6_77.9,12.598169071428572,77.8956969642857
12.6_78.0,12.597072466666667,77.99318086666668
12.6_78.1,12.577977615384615,78.08722369230769
12.6_78.2,12.5849354,78.20361199999999
12.6_78.3,12.594218999999999,78.27554557142857
12.6_78.4,12.643117,78.411333
12.6_78.5,12.6172705,78.5258645
12.6_78.6,12.605717333333333,78.59470433333333
12.6_78.7,12.554871,78.697612
12.6_78.8,12.6091132,78.77931079999999
12.6_79.0,12.574871,78.9712955
12.6_79.3,12.613176,79.346328
12.6_79.5,12.62483,79.539088
12.6_79.7,12.637165,79.7212
12.6_80.2,12.571528,80.248027
12.7_75.0,12.734118,75.007396
12.7_75.1,12.725258,75.066578
12.7_75.6,12.737427,75.639325
12.7_76.3,12.703882499999999,76.328
12.7_76.6,12.704781,76.585226
12.7_76.7,12.692662,76.70743949999999
12.7_76.8,12.6930275,76.763425
12.7_76.9,12.705163833333332,76.93715466666667
12.7_77.0,12.70089475,76.998192375
12.7_77.1,12.695539071428572,77.09861314285715
12.7_77.2,12.702702551724139,77.20389631034483
12.7_77.3,12.707303000000001,77.30468068421052
12.7_77.4,12.695720424242424,77.39866881818182
12.7_77.5,12.7085922,77.5053756
12.7_77.6,12.695406192307692,77.59613296153846
12.7_77.7,12.704293999999999,77.69965756756757
12.7_77.8,12.7051788,77.79995576666667
12.7_77.9,12.70441,77.89391662068965
12.7_78.0,12.69945090909091,77.99561095454546
12.7_78.1,12.692250571428572,78.09403
12.7_78.2,12.7098235,78.20478800000001
12.7_78.3,12.688836333333334,78.281553
12.7_78.4,12.7098488,78.4033328
12.7_78.5,12.679455,78.54349
12.7_78.6,12.722456666666666,78.56924633333334
12.7_78.7,12.679272666666668,78.67642333333333
12.7_78.9,12.709371,78.93699
12.7_79.1,12.735031,79.082578
12.7_79.2,12.65024,79.222596
12.7_79.3,12.7363,79.295039
12.7_79.4,12.724202,79.396789
12.7_79.8,12.670308,79.789505
12.7_79.9,12.720175,79.932803
12.7_80.1,12.696508,80.119528
12.7_80.5,12.721454,80.466565
12.8_75.0,12.775797,74.986112
12.8_75.1,12.808992,75.071628
12.8_76.2,12.820752,76.233933
12.8_76.3,12.790125,76.282961
12.8_76.4,12.801263500000001,76.419405
12.8_76.5,12.808514500000001,76.4925045
12.8_76.6,12.8301895,76.624359
12.8_76.7,12.7980794,76.7042054
12.8_76.8,12.786448799999999,76.78682239999999
12.8_76.9,12.805019666666666,76.91636755555555
12.8_77.0,12.801029666666667,77.00107406666666
12.8_77.1,12.80445175,77.1099674375
12.8_77.2,12.807127318181818,77.2127834090909
12.8_77.3,12.790883705882353,77.29613105882353
12.8_77.4,12.807687090909091,77.40636484848486
12.8_77.5,12.80519323076923,77.50656576923078
12.8_77.6,12.810281884615383,77.5973585
12.8_77.7,12.805168863636363,77.70118095454546
12.8_77.8,12.806752892857144,77.79345221428571
12.8_77.9,12.795586172413794,77.9098794137931
12.8_78.0,12.795766411764706,77.99668205882352
12.8_78.1,12.804515421052633,78.09645231578948
12.8_78.2,12.7969045,78.193465125
12.8_78.3,12.800851111111111,78.31148777777778
12.8_78.4,12.790176666666667,78.41096488888888
12.8_78.5,12.786099666666667,78.48359983333333
12.8_78.6,12.832624200000001,78.5678568
12.8_78.7,12.780595,78.703188
12.8_78.9,12.8089645,78.899678
12.8_79.0,12.8219825,78.9887445
12.8_79.1,12.793825,79.08835833333333
12.8_79.2,12.804494333333333,79.21362233333333
12.8_79.4,12.822923000000001,79.37012433333334
12.8_80.1,12.834216,80.140736
12.8_80.2,12.754174,80.184307
12.9_75.4,12.881592,75.441999
12.9_75.8,12.906922,75.772405
12.9_76.2,12.88741,76.199968
12.9_76.3,12.885755,76.291672
12.9_76.4,12.946914,76.3942705
12.9_76.5,12.923,76.465108
12.9_76.6,12.898574,76.59463650000001
12.9_76.7,12.89521025,76.71616375
12.9_76.8,12.878121499999999,76.809286
12.9_76.9,12.910013166666666,76.91260733333333
12.9_77.0,12.901061428571428,76.99291821428571
12.9_77.1,12.907506066666667,77.10260579999999
12.9_77.2,12.901049357142856,77.20720267857143
12.9_77.3,12.908981322580646,77.300038
12.9_77.4,12.893654394736842,77.40120263157894
12.9_77.5,12.901431500000001,77.49082309615385
12.9_77.6,12.900060621621622,77.60236991891892
12.9_77.7,12.893997366666667,77.69985199999999
12.9_77.8,12.898061387096774,77.79208461290322
12.9_77.9,12.90351496,77.89512048
12.9_78.0,12.905230107142858,77.99794239285714
12.9_78.1,12.9275584375,78.102069875
12.9_78.2,12.89320590909091,78.19295381818182
12.9_78.3,12.894608,78.297417
12.9_78.4,12.888508999999999,78.3708798
12.9_78.5,12.872748,78.51816
12.9_78.6,12.887372,78.58042933333333
12.9_78.7,12.889531,78.710339
12.9_78.8,12.851315,78.796356
12.9_79.0,12.916453,78.958863
12.9_79.1,12.867754,79.1213775
12.9_79.2,12.926101,79.242127
12.9_80.1,12.948383,80.109125
13.0_75.5,13.025373,75.548906
13.0_75.9,12.984954,75.855844
13.0_76.0,12.976552,76.005982
13.0_76.1,13.009371,76.149986
13.0_76.2,13.042597,76.155444
13.0_76.3,13.000796000000001,76.3023195
13.0_76.4,13.0106845,76.408704
13.0_76.5,12.972843,76.462907
13.0_76.6,13.006445,76.6226195
13.0_76.7,13.007196,76.7123385
13.0_76.8,13.006073599999999,76.784346
13.0_76.9,13.007323750000001,76.8848085
13.0_77.0,12.99618511111111,77.00801022222223
13.0_77.1,13.003233833333333,77.08558583333333
13.0_77.2,13.006016260869565,77.20878878260869
13.0_77.3,12.989859536585366,77.30277936585367
13.0_77.4,13.000457857142857,77.40731611428572
13.0_77.5,13.004070362068965,77.50235029310346
13.0_77.6,13.006491704545454,77.58996654545454
13.0_77.7,12.999977777777778,77.70266069444445
13.0_77.8,13.00493,77.79790218918919
13.0_77.9,12.99933772972973,77.89603813513514
13.0_78.0,13.002035576923078,77.99065334615385
13.0_78.1,12.9963495,78.09620958333333
13.0_78.2,12.998900105263159,78.18763805263158
13.0_78.3,12.977605090909092,78.30816954545455
13.0_78.4,13.000170875,78.406532375
13.0_78.5,13.002507,78.527064
13.0_78.6,13.003678714285714,78.59376314285714
13.0_78.7,13.0022565,78.6869655
13.0_78.8,13.035435,78.789041
13.0_79.1,13.004427333333334,79.13022333333333
13.0_79.5,12.959891,79.474091
13.0_79.8,13.019456,79.81157400000001
13.1_75.0,13.058387,75.007891
13.1_75.5,13.117841,75.506038
13.1_75.8,13.060913,75.773357
13.1_76.0,13.07192,76.039631
13.1_76.1,13.080195,76.075963
13.1_76.4,13.128146,76.377501
13.1_76.6,13.1190015,76.6340605
13.1_76.7,13.0642375,76.741355
13.1_76.8,13.099654000000001,76.77054866666667
13.1_76.9,13.094806142857141,76.88957014285714
13.1_77.0,13.103015666666668,76.99542044444445
13.1_77.1,13.107836,77.10039379999999
13.1_77.2,13.093246285714287,77.20250721428572
13.1_77.3,13.107163925925924,77.30310596296296
13.1_77.4,13.105244545454546,77.40252245454545
13.1_77.5,13.096850305555556,77.49814511111111
13.1_77.6,13.097588577777778,77.6019254
13.1_77.7,13.097886794117647,77.70240120588235
13.1_77.8,13.085118034482758,77.7947286551724
13.1_77.9,13.096968857142857,77.89898646428571
13.1_78.0,13.090465476190476,78.00465676190477
13.1_78.1,13.094485299999999,78.0916461
13.1_78.2,13.092150076923076,78.19114661538461
13.1_78.3,13.082032625,78.290693625
13.1_78.4,13.073777666666667,78.387575
13.1_78.5,13.122898,78.53946
13.1_78.6,13.136739,78.608687
13.1_78.7,13.11469825,78.705645
13.1_78.8,13.073684,78.783025
13.1_79.0,13.1305,79.00428600000001
13.1_79.2,13.050849,79.244732
13.1_79.3,13.143944,79.256941
13.1_80.0,13.067899,79.968722
13.1_80.1,13.1231015,80.0551525
13.1_80.2,13.1044925,80.19466
13.2_75.7,13.231045,75.700836
13.2_75.8,13.211847,75.826131
13.2_76.1,13.226019,76.068561
13.2_76.2,13.232189,76.198813
13.2_76.3,13.191734,76.313739
13.2_76.4,13.219027333333335,76.402502
13.2_76.5,13.192753,76.475305
13.2_76.6,13.180529,76.619194
13.2_76.7,13.16600375,76.704138
13.2_76.8,13.223424,76.826393
13.2_76.9,13.231884333333333,76.940043
13.2_77.0,13.207196999999999,77.0092899
13.2_77.1,13.207165250000001,77.11469291666667
13.2_77.2,13.202619,77.1964455
13.2_77.3,13.20077442857143,77.30585423809524
13.2_77.4,13.197549171428571,77.40091305714286
13.2_77.5,13.203953305555554,77.48602644444445
13.2_77.6,13.203204652173913,77.59379130434783
13.2_77.7,13.190443444444444,77.7045631111111
13.2_77.8,13.1980061025641,77.79729902564102
13.2_77.9,13.198290916666666,77.88400341666666
13.2_78.0,13.20209252,78.00020532
13.2_78.1,13.207531857142856,78.08453399999999
13.2_78.2,13.193797083333331,78.18611466666667
13.2_78.3,13.2031995,78.293509625
13.2_78.4,13.216521333333333,78.402197
13.2_78.5,13.21226325,78.481876
13.2_78.6,13.1895615,78.60220525
13.2_78.7,13.193349,78.69159433333334
13.2_79.0,13.24818,78.968788
13.2_79.1,13.181729,79.098521
13.2_79.2,13.201701,79.17804
13.2_79.7,13.238016,79.712739
13.2_79.9,13.241994,79.936408
13.2_80.1,13.204717,80.098294
13.3_75.9,13.3103295,75.90802400000001
13.3_76.0,13.332689,76.029214
13.3_76.1,13.324341,76.10080049999999
13.3_76.2,13.290197,76.199596
13.3_76.3,13.324451333333334,76.31602833333334
13.3_76.5,13.295543,76.47699499999999
13.3_76.6,13.332131,76.601689
13.3_76.7,13.291559,76.70473849999999
13.3_76.8,13.308307333333333,76.78497833333334
13.3_76.9,13.294226833333333,76.90095733333334
